date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
10/1/1967,1967,0,,GB,ATL,1679.567,1339.253,0.911587557,0.088412443,1684.312,1334.508,23,0
10/1/1967,1967,0,,IND,SF,1617.541,1545.081,0.688106828,0.311893172,1638.415,1524.208,41,7
10/1/1967,1967,0,,MIN,CHI,1434.388,1471.186,0.540497036,0.459502964,1408.13,1497.443,7,17
10/1/1967,1967,0,,BUF,LAC,1470.511,1537.495,0.497144826,0.502855174,1440.267,1567.739,17,37
10/1/1967,1967,0,,DAL,LAR,1592.702,1571.288,0.621857291,0.378142709,1552.111,1611.879,13,35
10/1/1967,1967,0,,WSH,NYG,1486.658,1367.208,0.743030473,0.256969527,1494.29,1359.576,38,34
10/7/1967,1967,0,,CLE,PIT,1515.364,1426.583,0.707905782,0.292094218,1528.933,1413.015,21,10
10/7/1967,1967,0,,NYJ,OAK,1499.377,1581.611,0.475218602,0.524781398,1527.294,1553.694,27,14
10/8/1967,1967,0,,LAR,SF,1611.879,1524.208,0.706582803,0.293417197,1590.828,1545.259,24,27
10/8/1967,1967,0,,LAC,NE,1567.739,1508.403,0.671667266,0.328332734,1562.503,1513.639,31,31
10/8/1967,1967,0,,DEN,BUF,1327.997,1440.267,0.432389659,0.567610341,1322.129,1446.135,16,17
10/8/1967,1967,0,,MIN,ARI,1408.13,1469.964,0.504556114,0.495443886,1383.898,1494.197,24,34
10/8/1967,1967,0,,WSH,DAL,1494.29,1552.111,0.510329941,0.489670059,1480.094,1566.307,14,17
10/8/1967,1967,0,,DET,GB,1449.551,1684.312,0.273443174,0.726556826,1437.377,1696.487,17,27
10/8/1967,1967,0,,KC,MIA,1613.793,1339.016,0.876090033,0.123909967,1621.816,1330.993,41,0
10/8/1967,1967,0,,NYG,NO,1359.576,1248.263,0.733985648,0.266014352,1369.161,1238.678,27,21
10/8/1967,1967,0,,ATL,PHI,1334.508,1509.643,0.346606816,0.653393184,1311.628,1532.523,7,38
10/8/1967,1967,0,,CHI,IND,1497.443,1638.415,0.392377364,0.607622636,1473.996,1661.862,3,24
10/15/1967,1967,0,,PIT,NYG,1413.015,1369.161,0.6517213,0.3482787,1394.005,1388.171,24,27
10/15/1967,1967,0,,DAL,NO,1566.307,1238.678,0.905522824,0.094477176,1568.887,1236.097,14,10
10/15/1967,1967,0,,GB,MIN,1696.487,1383.898,0.897851496,0.102148504,1666.435,1413.949,7,10
10/15/1967,1967,0,,CHI,DET,1473.996,1437.377,0.642209277,0.357790723,1490.992,1420.381,14,3
10/15/1967,1967,0,,IND,LAR,1661.862,1590.828,0.686342393,0.313657607,1656.179,1596.511,24,24
10/15/1967,1967,0,,NE,MIA,1513.639,1330.993,0.806209346,0.193790654,1525.712,1318.919,41,10
10/15/1967,1967,0,,ATL,WSH,1311.628,1480.094,0.355351407,0.644648593,1316.04,1475.683,20,20
10/15/1967,1967,0,,CLE,ARI,1528.933,1494.197,0.639714813,0.360285187,1540.027,1483.103,20,16
10/15/1967,1967,0,,LAC,KC,1562.503,1621.816,0.50818352,0.49181648,1589.072,1595.248,45,31
10/15/1967,1967,0,,PHI,SF,1532.523,1545.259,0.574651703,0.425348297,1524.362,1553.42,27,28
10/15/1967,1967,0,,BUF,OAK,1446.135,1553.694,0.439057186,0.560942814,1432.27,1567.558,20,24
10/15/1967,1967,0,,NYJ,TEN,1527.294,1418.143,0.731548595,0.268451405,1520.232,1425.205,28,28
10/22/1967,1967,0,,DET,ATL,1420.381,1316.04,0.72607623,0.27392377,1436.104,1300.316,24,3
10/22/1967,1967,0,,DEN,LAC,1322.129,1589.072,0.238217429,0.761782571,1309.516,1601.685,21,38
10/22/1967,1967,0,,LAR,WSH,1596.511,1475.683,0.744542134,0.255457866,1589.053,1483.141,28,28
10/22/1967,1967,0,,ARI,PHI,1483.103,1524.362,0.534112968,0.465887032,1515.877,1491.588,48,14
10/22/1967,1967,0,,NE,OAK,1525.712,1567.558,0.533272043,0.466727957,1487.39,1605.881,14,48
10/22/1967,1967,0,,MIA,NYJ,1318.919,1520.232,0.313311965,0.686688035,1301.242,1537.909,14,33
10/22/1967,1967,0,,SF,NO,1553.42,1236.097,0.90032385,0.09967615,1558.019,1231.498,27,13
10/22/1967,1967,0,,NYG,GB,1388.171,1666.435,0.226593649,0.773406351,1374.404,1680.202,21,48
10/22/1967,1967,0,,PIT,DAL,1394.005,1568.887,0.346936718,0.653063282,1384.843,1578.049,21,24
10/22/1967,1967,0,,MIN,IND,1413.949,1656.179,0.26498496,0.73501504,1421.117,1649.012,20,20
10/22/1967,1967,0,,CLE,CHI,1540.027,1490.992,0.658459832,0.341540168,1560.931,1470.088,24,0
10/22/1967,1967,0,,KC,TEN,1595.248,1425.205,0.794622314,0.205377686,1563.366,1457.086,19,24
10/29/1967,1967,0,,WSH,IND,1483.141,1649.012,0.358780707,0.641219293,1472.099,1660.054,13,17
10/29/1967,1967,0,,OAK,LAC,1605.881,1601.685,0.598284964,0.401715036,1634.995,1572.571,51,10
10/29/1967,1967,0,,NO,PIT,1231.498,1384.843,0.375532399,0.624467601,1219.877,1396.465,10,14
10/29/1967,1967,0,,NYJ,NE,1537.909,1487.39,0.660378371,0.339621629,1551.329,1473.97,30,23
10/29/1967,1967,0,,ATL,MIN,1300.316,1421.117,0.420379336,0.579620664,1308.56,1412.872,21,20
10/29/1967,1967,0,,SF,DET,1558.019,1436.104,0.74573044,0.25426956,1496.714,1497.41,3,45
10/29/1967,1967,0,,KC,DEN,1563.366,1309.516,0.862409477,0.137590523,1572.461,1300.421,52,9
10/29/1967,1967,0,,PHI,DAL,1491.588,1578.049,0.469154359,0.530845641,1513.883,1555.754,21,14
10/29/1967,1967,0,,NYG,CLE,1374.404,1560.931,0.331908537,0.668091463,1397.167,1538.168,38,34
10/29/1967,1967,0,,TEN,BUF,1457.086,1432.27,0.626451254,0.373548746,1472.012,1417.344,10,3
10/29/1967,1967,0,,CHI,LAR,1470.088,1589.053,0.422956697,0.577043303,1449.571,1609.57,17,28
10/30/1967,1967,0,,ARI,GB,1515.877,1680.202,0.360830661,0.639169339,1500.705,1695.373,23,31
11/5/1967,1967,0,,NO,PHI,1219.877,1513.883,0.21110718,0.78889282,1256.498,1477.262,31,24
11/5/1967,1967,0,,NE,TEN,1473.97,1472.012,0.595184789,0.404815211,1493.494,1452.488,18,7
11/5/1967,1967,0,,KC,NYJ,1572.461,1551.329,0.62147549,0.37852451,1595.912,1527.878,42,18
11/5/1967,1967,0,,WSH,ARI,1472.099,1500.705,0.552184449,0.447815551,1450.247,1522.557,21,27
11/5/1967,1967,0,,DEN,OAK,1300.421,1634.995,0.1748275,0.8251725,1295.407,1640.008,17,21
11/5/1967,1967,0,,DAL,ATL,1555.754,1308.56,0.857799594,0.142200406,1564.307,1300.008,37,7
11/5/1967,1967,0,,MIN,NYG,1412.872,1397.167,0.614099008,0.385900992,1423.193,1386.846,27,24
11/5/1967,1967,0,,BUF,MIA,1417.344,1301.242,0.739333427,0.260666573,1432.447,1286.139,35,13
11/5/1967,1967,0,,PIT,CLE,1396.465,1538.168,0.391374565,0.608625435,1373.437,1561.196,14,34
11/5/1967,1967,0,,IND,GB,1660.054,1695.373,0.542610784,0.457389216,1672.567,1682.861,13,10
11/5/1967,1967,0,,DET,CHI,1497.41,1449.571,0.656909837,0.343090163,1459.907,1487.074,13,27
11/5/1967,1967,0,,SF,LAR,1496.714,1609.57,0.431561947,0.568438053,1476.457,1629.826,7,17
11/12/1967,1967,0,,NYJ,BUF,1527.878,1432.447,0.715757784,0.284242216,1540.583,1419.742,20,10
11/12/1967,1967,0,,GB,CLE,1682.861,1561.196,0.745457464,0.254542536,1701.124,1542.933,55,7
11/12/1967,1967,0,,ATL,IND,1300.008,1672.567,0.145486137,0.854513863,1290.406,1682.168,7,49
11/12/1967,1967,0,,NO,DAL,1256.498,1564.307,0.19817801,0.80182199,1246.181,1574.624,10,27
11/12/1967,1967,0,,MIN,DET,1423.193,1459.907,0.540617127,0.459382873,1421.955,1461.146,10,10
11/12/1967,1967,0,,NE,KC,1493.494,1595.912,0.446358402,0.553641598,1465.598,1623.808,10,33
11/12/1967,1967,0,,LAR,PHI,1629.826,1477.262,0.777714873,0.222285127,1641.288,1465.8,33,17
11/12/1967,1967,0,,LAC,MIA,1572.571,1286.139,0.883191397,0.116808603,1579.055,1279.655,24,0
11/12/1967,1967,0,,WSH,SF,1450.247,1476.457,0.555592503,0.444407497,1462.355,1464.349,31,28
11/12/1967,1967,0,,ARI,PIT,1522.557,1373.437,0.774268732,0.225731268,1514.192,1381.801,14,14
11/12/1967,1967,0,,DEN,TEN,1295.407,1452.488,0.370502697,0.629497303,1287.594,1460.302,18,20
11/12/1967,1967,0,,CHI,NYG,1487.074,1386.846,0.721342137,0.278657863,1504.347,1369.572,34,7
11/19/1967,1967,0,,CLE,MIN,1542.933,1421.955,0.744706331,0.255293669,1550.51,1414.377,14,10
11/19/1967,1967,0,,NE,NYJ,1465.598,1540.583,0.485634385,0.514365615,1448.273,1557.908,24,29
11/19/1967,1967,0,,IND,DET,1682.168,1461.146,0.838414065,0.161585935,1692.336,1450.978,41,7
11/19/1967,1967,0,,CHI,ARI,1504.347,1514.192,0.578714302,0.421285698,1531.737,1486.802,30,3
11/19/1967,1967,0,,BUF,DEN,1419.742,1287.594,0.756737462,0.243262538,1408.219,1299.117,20,21
11/19/1967,1967,0,,DAL,WSH,1574.624,1462.355,0.735058763,0.264941237,1541.375,1495.605,20,27
11/19/1967,1967,0,,KC,LAC,1623.808,1579.055,0.652895014,0.347104986,1614.282,1588.581,16,17
11/19/1967,1967,0,,ATL,LAR,1290.406,1641.288,0.161695145,0.838304855,1280.769,1650.925,3,31
11/19/1967,1967,0,,NYG,PIT,1369.572,1381.801,0.575364914,0.424635086,1387.796,1363.578,28,20
11/19/1967,1967,0,,GB,SF,1701.124,1464.349,0.850325533,0.149674467,1708.071,1457.402,13,0
11/19/1967,1967,0,,OAK,MIA,1640.008,1279.655,0.92045379,0.07954621,1643.618,1276.045,31,17
11/19/1967,1967,0,,PHI,NO,1465.8,1246.181,0.837316926,0.162683074,1475.4,1236.581,48,21
11/23/1967,1967,0,,DAL,ARI,1541.375,1486.802,0.665592546,0.334407454,1562.042,1466.135,46,21
11/23/1967,1967,0,,KC,OAK,1614.282,1643.618,0.551145111,0.448854889,1579.15,1678.75,22,44
11/23/1967,1967,0,,DET,LAR,1450.978,1650.925,0.315006219,0.684993781,1431.871,1670.032,7,31
11/23/1967,1967,0,,LAC,DEN,1588.581,1299.117,0.884979978,0.115020022,1591.77,1295.928,24,20
11/26/1967,1967,0,,SF,IND,1457.402,1692.336,0.273245368,0.726754632,1442.739,1706.999,9,26
11/26/1967,1967,0,,MIA,BUF,1276.045,1408.219,0.404515663,0.595484337,1293.075,1391.189,17,14
11/26/1967,1967,0,,CHI,GB,1531.737,1708.071,0.345045376,0.654954624,1521.165,1718.642,13,17
11/26/1967,1967,0,,NO,ATL,1236.581,1280.769,0.529915103,0.470084897,1249.492,1267.857,27,24
11/26/1967,1967,0,,CLE,WSH,1550.51,1495.605,0.666017792,0.333982208,1561.86,1484.255,42,37
11/26/1967,1967,0,,NYG,PHI,1387.796,1475.4,0.467516048,0.532483952,1426.937,1436.258,44,7
11/26/1967,1967,0,,TEN,NE,1460.302,1448.273,0.609072352,0.390927648,1483.652,1424.923,27,6
11/26/1967,1967,0,,PIT,MIN,1363.578,1414.377,0.520425508,0.479574492,1335.208,1442.747,27,41
12/3/1967,1967,0,,IND,DAL,1706.999,1562.042,0.770052849,0.229947151,1715.169,1553.873,23,17
12/3/1967,1967,0,,DET,PIT,1431.871,1335.208,0.717198423,0.282801577,1394.748,1372.331,14,24
12/3/1967,1967,0,,LAR,ATL,1670.032,1267.857,0.936390841,0.063609159,1673.065,1264.824,20,3
12/3/1967,1967,0,,SF,CHI,1442.739,1521.165,0.480688045,0.519311955,1416.863,1547.042,14,28
12/3/1967,1967,0,,WSH,PHI,1484.255,1436.258,0.657114795,0.342885205,1479.463,1441.05,35,35
12/3/1967,1967,0,,LAC,OAK,1591.77,1678.75,0.468410369,0.531589631,1563.53,1706.99,21,41
12/3/1967,1967,0,,KC,BUF,1579.15,1391.189,0.810944741,0.189055259,1587.282,1383.057,23,13
12/3/1967,1967,0,,CLE,NYG,1561.86,1426.937,0.759666011,0.240333989,1572.426,1416.371,24,14
12/3/1967,1967,0,,ARI,NO,1466.135,1249.492,0.83496985,0.16503015,1473.406,1242.221,31,20
12/3/1967,1967,0,,TEN,MIA,1483.652,1293.075,0.81324267,0.18675733,1488.291,1288.436,17,14
12/3/1967,1967,0,,MIN,GB,1442.747,1718.642,0.228992437,0.771007563,1436.954,1724.436,27,30
12/3/1967,1967,0,,NYJ,DEN,1557.908,1295.928,0.867869144,0.132130856,1510.964,1342.872,24,33
12/9/1967,1967,0,,LAR,GB,1673.065,1724.436,0.519603653,0.480396347,1686.303,1711.199,27,24
12/9/1967,1967,0,,NE,BUF,1424.923,1383.057,0.649119278,0.350880722,1378.976,1429.005,16,44
12/10/1967,1967,0,,TEN,OAK,1488.291,1706.99,0.292191831,0.707808169,1474.281,1721,7,19
12/10/1967,1967,0,,MIA,LAC,1288.436,1563.53,0.229807535,0.770192465,1337.66,1514.307,41,24
12/10/1967,1967,0,,ARI,CLE,1473.406,1572.426,0.451197156,0.548802844,1459.104,1586.728,16,20
12/10/1967,1967,0,,PIT,WSH,1372.331,1479.463,0.439662649,0.560337351,1356.872,1494.922,10,15
12/10/1967,1967,0,,ATL,SF,1264.824,1416.863,0.377297057,0.622702943,1250.699,1430.987,28,34
12/10/1967,1967,0,,NYG,DET,1416.371,1394.748,0.62214016,0.37785984,1375.206,1435.912,7,30
12/10/1967,1967,0,,NYJ,KC,1510.964,1587.282,0.483717848,0.516282152,1484.899,1613.346,7,21
12/10/1967,1967,0,,CHI,MIN,1547.042,1436.954,0.732606535,0.267393465,1539.948,1444.048,10,10
12/10/1967,1967,0,,IND,NO,1715.169,1242.221,0.956755492,0.043244508,1717.285,1240.105,30,10
12/10/1967,1967,0,,DAL,PHI,1553.873,1441.05,0.735679362,0.264320638,1568.991,1425.932,38,17
12/16/1967,1967,0,,SF,DAL,1430.987,1568.991,0.396458172,0.603541828,1458.42,1541.559,24,16
12/16/1967,1967,0,,TEN,LAC,1474.281,1514.307,0.535878703,0.464121297,1493.366,1495.221,24,17
12/17/1967,1967,0,,NYG,ARI,1375.206,1459.104,0.472830381,0.527169619,1409.004,1425.306,37,14
12/17/1967,1967,0,,ATL,CHI,1250.699,1539.948,0.215703728,0.784296272,1241.685,1548.962,14,23
12/17/1967,1967,0,,DET,MIN,1435.912,1444.048,0.581110921,0.418889079,1456.206,1423.754,14,3
12/17/1967,1967,0,,WSH,NO,1494.922,1240.105,0.863068663,0.136931337,1437.699,1297.329,14,30
12/17/1967,1967,0,,MIA,NE,1337.66,1378.976,0.534031319,0.465968681,1358.89,1357.746,41,32
12/17/1967,1967,0,,PHI,CLE,1425.932,1586.728,0.365528967,0.634471033,1447.284,1565.375,28,24
12/17/1967,1967,0,,OAK,NYJ,1721,1484.899,0.849831065,0.150168935,1727.083,1478.816,38,29
12/17/1967,1967,0,,GB,PIT,1711.199,1356.872,0.917876621,0.082123379,1664.036,1404.035,17,24
12/17/1967,1967,0,,LAR,IND,1686.303,1717.285,0.548799993,0.451200007,1714.908,1688.68,34,10
12/17/1967,1967,0,,DEN,KC,1342.872,1613.346,0.234548508,0.765451492,1331.254,1624.965,24,38
12/23/1967,1967,0,d,GB,LAR,1664.036,1714.908,0.520320627,0.479679373,1693.501,1685.443,28,7
12/23/1967,1967,0,,MIA,TEN,1358.89,1493.366,0.401327716,0.598672284,1331.924,1520.332,10,41
12/24/1967,1967,0,,OAK,BUF,1727.083,1429.005,0.889931831,0.110068169,1731.012,1425.075,28,21
12/24/1967,1967,0,,LAC,NYJ,1495.221,1478.816,0.61505349,0.38494651,1463.48,1510.558,31,42
12/24/1967,1967,0,d,DAL,CLE,1541.559,1565.375,0.558992497,0.441007503,1573.278,1533.656,52,14
12/31/1967,1967,0,c,OAK,TEN,1731.012,1520.332,0.830185379,0.169814621,1741.655,1509.689,40,7
12/31/1967,1967,0,c,GB,DAL,1693.501,1573.278,0.743879171,0.256120829,1701.105,1565.674,21,17
1/14/1968,1967,1,s,OAK,GB,1741.655,1701.105,0.558092606,0.441907394,1707.589,1735.171,14,33
9/6/1968,1968,0,,LAC,CIN,1477.32,1300,0.801374311,0.198625689,1487.458,1289.862,29,13
9/8/1968,1968,0,,BUF,NE,1451.717,1406.831,0.653068499,0.346931501,1420.061,1438.487,7,16
9/9/1968,1968,0,,TEN,KC,1508.126,1584.976,0.482953089,0.517046911,1490.912,1602.19,21,26
9/14/1968,1968,0,,MIA,TEN,1389.616,1490.912,0.447955053,0.552044947,1365.748,1514.78,10,24
9/14/1968,1968,0,,MIN,ATL,1450.836,1329.456,0.745146035,0.254853965,1468.286,1312.006,47,7
9/15/1968,1968,0,,CIN,DEN,1289.862,1389.169,0.450788098,0.549211902,1320.079,1358.952,24,10
9/15/1968,1968,0,,KC,NYJ,1602.19,1508.705,0.71347324,0.28652676,1591.532,1519.364,19,20
9/15/1968,1968,0,,DAL,DET,1545.449,1472.471,0.68874642,0.31125358,1568.002,1449.918,59,13
9/15/1968,1968,0,,CHI,WSH,1534.308,1460.132,0.690222873,0.309777127,1498.971,1495.47,28,38
9/15/1968,1968,0,,IND,SF,1627.453,1473.947,0.778650888,0.221349112,1639.093,1462.307,27,10
9/15/1968,1968,0,,BUF,OAK,1420.061,1640.059,0.290647743,0.709352257,1399.636,1660.484,6,48
9/15/1968,1968,0,,GB,PHI,1658.447,1466.523,0.814417473,0.185582527,1668.053,1456.917,30,13
9/15/1968,1968,0,,PIT,NYG,1437.69,1441.003,0.587853504,0.412146496,1404.933,1473.76,20,34
9/15/1968,1968,0,,NO,CLE,1366.553,1524.104,0.369871905,0.630128095,1347.329,1543.328,10,24
9/16/1968,1968,0,,ARI,LAR,1451.871,1625.295,0.348840751,0.651159249,1435.348,1641.818,13,24
9/21/1968,1968,0,,MIA,OAK,1365.748,1660.484,0.210408188,0.789591812,1353.19,1673.042,21,47
9/21/1968,1968,0,,LAC,TEN,1487.458,1514.78,0.554011432,0.445988568,1512.304,1489.934,30,14
9/22/1968,1968,0,,NO,WSH,1347.329,1495.47,0.382583226,0.617416774,1386.4,1456.398,37,17
9/22/1968,1968,0,,DET,CHI,1449.918,1498.971,0.522933475,0.477066525,1485.546,1463.343,42,0
9/22/1968,1968,0,,LAR,PIT,1641.818,1404.933,0.850406105,0.149593895,1651.245,1395.505,45,10
9/22/1968,1968,0,,SF,ARI,1462.307,1435.348,0.629333493,0.370666507,1483.26,1414.396,35,17
9/22/1968,1968,0,,GB,MIN,1668.053,1468.286,0.821144571,0.178855429,1618.783,1517.557,13,26
9/22/1968,1968,0,,NE,NYJ,1438.487,1519.364,0.477167052,0.522832948,1411.642,1546.208,31,47
9/22/1968,1968,0,,CIN,BUF,1320.079,1399.636,0.479063043,0.520936957,1346.141,1373.574,34,23
9/22/1968,1968,0,,PHI,NYG,1456.917,1473.76,0.568863061,0.431136939,1430.133,1500.543,25,34
9/22/1968,1968,0,,KC,DEN,1591.532,1358.952,0.847226052,0.152773948,1600.942,1349.542,34,2
9/22/1968,1968,0,,DAL,CLE,1568.002,1543.328,0.62625995,0.37374005,1590.202,1521.128,28,7
9/22/1968,1968,0,,ATL,IND,1312.006,1639.093,0.181132416,0.818867584,1304.894,1646.205,20,28
9/28/1968,1968,0,,MIA,KC,1353.19,1600.942,0.258840257,0.741159743,1334.89,1619.242,3,48
9/29/1968,1968,0,,NO,ARI,1386.4,1414.396,0.553052587,0.446947413,1378.602,1422.194,20,21
9/29/1968,1968,0,,CIN,LAC,1346.141,1512.304,0.358394099,0.641605901,1324.959,1533.486,10,31
9/29/1968,1968,0,,MIN,CHI,1517.557,1463.343,0.665132413,0.334867587,1483.831,1497.068,17,27
9/29/1968,1968,0,,SF,ATL,1483.26,1304.894,0.802330997,0.197669003,1493.129,1295.025,28,13
9/29/1968,1968,0,,TEN,OAK,1489.934,1673.042,0.336287126,0.663712874,1475.237,1687.74,15,24
9/29/1968,1968,0,,NYG,WSH,1500.543,1456.398,0.652101425,0.347898575,1522.633,1434.309,48,21
9/29/1968,1968,0,,PIT,IND,1395.505,1646.205,0.255598035,0.744401965,1378.745,1662.965,7,41
9/29/1968,1968,0,,BUF,NYJ,1373.574,1546.208,0.349874453,0.650125547,1388.594,1531.189,37,35
9/29/1968,1968,0,,DEN,NE,1349.542,1411.642,0.504173339,0.495826661,1335.545,1425.639,17,20
9/29/1968,1968,0,,GB,DET,1618.783,1485.546,0.757889599,0.242110401,1586.366,1517.963,17,23
9/29/1968,1968,0,,PHI,DAL,1430.133,1590.202,0.366500075,0.633499925,1405.565,1614.77,13,45
9/29/1968,1968,0,,CLE,LAR,1521.128,1651.245,0.407371161,0.592628839,1497.828,1674.545,6,24
10/5/1968,1968,0,,NYJ,LAC,1531.189,1533.486,0.589269774,0.410730226,1542.261,1522.414,23,20
10/5/1968,1968,0,,BUF,KC,1388.594,1619.242,0.278172144,0.721827856,1375.737,1632.099,7,18
10/5/1968,1968,0,,CLE,PIT,1497.828,1378.745,0.74262689,0.25737311,1507.705,1368.867,31,24
10/6/1968,1968,0,,MIN,DET,1483.831,1517.963,0.544306108,0.455693892,1508.17,1493.624,24,10
10/6/1968,1968,0,,ATL,GB,1295.025,1586.366,0.213673403,0.786326597,1281.595,1599.795,7,38
10/6/1968,1968,0,,TEN,MIA,1475.237,1334.89,0.765320214,0.234679786,1426.441,1383.686,7,24
10/6/1968,1968,0,,WSH,PHI,1434.309,1405.565,0.631727236,0.368272764,1444.102,1395.772,17,14
10/6/1968,1968,0,,LAR,SF,1674.545,1493.129,0.805100727,0.194899273,1684.038,1483.636,24,10
10/6/1968,1968,0,,NYG,NO,1522.633,1378.602,0.769107614,0.230892386,1534.822,1366.413,38,21
10/6/1968,1968,0,,ARI,DAL,1422.194,1614.77,0.324232882,0.675767118,1404.478,1632.486,10,27
10/6/1968,1968,0,,OAK,NE,1687.74,1425.639,0.867948997,0.132051003,1695.708,1417.671,41,10
10/6/1968,1968,0,,DEN,CIN,1335.545,1324.959,0.607092748,0.392907252,1346.076,1314.427,10,7
10/6/1968,1968,0,,IND,CHI,1662.965,1497.068,0.790699996,0.209300004,1674.675,1485.358,28,7
10/12/1968,1968,0,,MIA,BUF,1383.686,1375.737,0.603466069,0.396533931,1380.53,1378.893,14,14
10/13/1968,1968,0,,WSH,PIT,1444.102,1368.867,0.691524797,0.308475203,1452.142,1360.827,16,13
10/13/1968,1968,0,,OAK,LAC,1695.708,1522.414,0.797659603,0.202340397,1654.512,1563.61,14,23
10/13/1968,1968,0,,NO,MIN,1366.413,1508.17,0.391300523,0.608699477,1383.9,1490.683,20,17
10/13/1968,1968,0,,CLE,ARI,1507.705,1404.478,0.724798964,0.275201036,1477.162,1435.022,21,27
10/13/1968,1968,0,,KC,CIN,1632.099,1314.427,0.900503995,0.099496005,1636.163,1310.362,13,3
10/13/1968,1968,0,,DAL,PHI,1632.486,1395.772,0.850280837,0.149719163,1640.503,1387.755,34,14
10/13/1968,1968,0,,NYJ,DEN,1542.261,1346.076,0.818096164,0.181903836,1501.467,1386.87,13,21
10/13/1968,1968,0,,GB,LAR,1599.795,1684.038,0.472335379,0.527664621,1589.507,1694.326,14,16
10/13/1968,1968,0,,ATL,NYG,1281.595,1534.822,0.252840144,0.747159856,1304.249,1512.168,24,21
10/13/1968,1968,0,,NE,TEN,1417.671,1426.441,0.580222271,0.419777729,1383.931,1460.181,0,16
10/13/1968,1968,0,,SF,IND,1483.636,1674.675,0.326174468,0.673825532,1462.86,1695.452,14,42
10/13/1968,1968,0,,CHI,DET,1485.358,1493.624,0.580928749,0.419071251,1450.243,1528.739,10,28
10/20/1968,1968,0,,CIN,MIA,1310.362,1380.53,0.492563199,0.507436801,1299.565,1391.327,22,24
10/20/1968,1968,0,,NYG,SF,1512.168,1462.86,0.658813163,0.341186837,1472.791,1502.237,10,26
10/20/1968,1968,0,,KC,OAK,1636.163,1654.512,0.566735607,0.433264393,1659.142,1631.534,24,10
10/20/1968,1968,0,,TEN,NYJ,1460.181,1501.467,0.534074292,0.465925708,1439.169,1522.479,14,20
10/20/1968,1968,0,,PIT,NO,1360.827,1383.9,0.560046608,0.439953392,1342.45,1402.277,12,16
10/20/1968,1968,0,,DET,GB,1528.739,1589.507,0.506090036,0.493909964,1528.554,1589.693,14,14
10/20/1968,1968,0,,MIN,DAL,1490.683,1640.503,0.380302806,0.619697194,1471.356,1659.831,7,20
10/20/1968,1968,0,,IND,CLE,1695.452,1477.162,0.836272126,0.163727874,1649.418,1523.195,20,30
10/20/1968,1968,0,,LAR,ATL,1694.326,1304.249,0.932114537,0.067885463,1697.295,1301.28,27,14
10/20/1968,1968,0,,NE,BUF,1383.931,1378.893,0.599449321,0.400550679,1406.371,1356.452,23,6
10/20/1968,1968,0,,PHI,CHI,1387.755,1450.243,0.503614996,0.496385004,1361.143,1476.854,16,29
10/20/1968,1968,0,,ARI,WSH,1435.022,1452.142,0.568471945,0.431528055,1463.168,1423.996,41,14
10/20/1968,1968,0,,LAC,DEN,1563.61,1386.87,0.800842336,0.199157664,1576.048,1374.432,55,24
10/27/1968,1968,0,,OAK,CIN,1631.534,1299.565,0.90763861,0.09236139,1636.371,1294.728,31,10
10/27/1968,1968,0,,DEN,MIA,1374.432,1391.327,0.568789645,0.431210355,1391.982,1373.778,21,14
10/27/1968,1968,0,,ARI,NO,1463.168,1402.277,0.673638257,0.326361743,1479.887,1385.558,31,17
10/27/1968,1968,0,,NYJ,NE,1522.479,1406.371,0.739340083,0.260659917,1539.604,1389.246,48,14
10/27/1968,1968,0,,BUF,TEN,1356.452,1439.169,0.474525265,0.525474735,1326.532,1469.09,7,30
10/27/1968,1968,0,,WSH,NYG,1423.996,1472.791,0.523303973,0.476696027,1409.379,1487.408,10,13
10/27/1968,1968,0,,CLE,ATL,1523.195,1301.28,0.839109271,0.160890729,1532.242,1292.234,30,7
10/27/1968,1968,0,,CHI,MIN,1476.854,1471.356,0.600084957,0.399915043,1485.369,1462.842,26,24
10/27/1968,1968,0,,KC,LAC,1659.142,1576.048,0.701090807,0.298909193,1670.789,1564.4,27,20
10/27/1968,1968,0,,IND,LAR,1649.418,1697.295,0.524622046,0.475377954,1676.686,1670.027,27,10
10/27/1968,1968,0,,PIT,PHI,1342.45,1361.143,0.566249306,0.433750694,1354.228,1349.365,6,3
10/27/1968,1968,0,,DET,SF,1528.554,1502.237,0.628470987,0.371529013,1501.284,1529.506,7,14
10/28/1968,1968,0,,DAL,GB,1659.831,1589.693,0.685230976,0.314769024,1623.547,1625.976,17,28
11/3/1968,1968,0,,NYG,IND,1487.408,1676.686,0.328406368,0.671593632,1466.918,1697.176,0,26
11/3/1968,1968,0,,LAR,DET,1670.027,1501.284,0.793398347,0.206601653,1675.205,1496.106,10,7
11/3/1968,1968,0,,MIN,WSH,1462.842,1409.379,0.664168836,0.335831164,1479.662,1392.559,27,14
11/3/1968,1968,0,,ATL,PIT,1292.234,1354.228,0.504325874,0.495674126,1261.483,1384.979,21,41
11/3/1968,1968,0,,GB,CHI,1625.976,1485.369,0.765588918,0.234411082,1602.561,1508.783,10,13
11/3/1968,1968,0,,NYJ,BUF,1539.604,1326.532,0.832117748,0.167882252,1544.401,1321.734,25,21
11/3/1968,1968,0,,OAK,KC,1636.371,1670.789,0.543897723,0.456102277,1662.375,1644.785,38,21
